episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss,risk_loss
1,22.1569,10.8083,0,2.3,0.3836,1,480,70,150.0,0.0,150.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,4,0.0,6,0,0.5061,0.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2033,0.0353,0.0466,-0.0,0.4241,outer_patrol_a,road_edge,1.0,0.0,0.0
2,14.3515,7.0007,0,2.67,0.4443,15,7200,70,150.0,2.3208,152.3208,1.0,1.5556,0.1333,1,0,1,0.0667,0.0,0.0667,0,0.8,0.2,0.8667,12,13,15,0.5,1.1604,1.4441,0.2,0.0667,0.6667,0.2667,0.9333,1,9,0.1111,10,1,0.545,0.1,0.0667,0.8,0.0667,0.2,0.6,0.1111,0.1,0.182,0.0346,0.028,0.8033,0.4305,inner_patrol,obstacle,0.9994,0.0,0.0
3,18.9592,9.2484,1,5.81,0.9688,13,6240,70,150.0,1.6895,151.6895,1.0,0.8974,0.0769,1,0,1,0.0769,0.0,0.0769,0,0.7692,0.2308,0.9231,10,12,13,0.0,1.6895,1.3577,0.0769,0.0,0.7692,0.2308,1.0,0,6,0.0,7,0,0.5226,0.1,0.0769,0.6923,0.0,0.3846,0.4615,0.0,0.0,0.2149,0.0285,0.0215,0.5402,0.3711,enter_inner,obstacle,0.9988,0.0,0.0
4,29.0142,14.1533,0,2.39,0.3986,4,1920,70,150.0,0.0,150.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.75,0.25,1.0,3,4,4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0,9,0.0,12,0,0.5113,0.1,0.0,0.75,0.0,0.25,2.25,0.0,0.0,0.2358,0.0445,0.0461,0.6931,0.4069,outer_patrol_a,road_edge,0.9982,0.0,0.0
5,3.7204,1.8148,0,2.7,0.4507,29,13920,70,150.0,6.1169,156.1169,1.0,1.6092,0.1379,1,0,1,0.0345,0.0,0.0345,0,0.5862,0.4138,0.8621,17,25,29,0.5,1.5292,3.893,0.2069,0.069,0.5172,0.4138,0.931,0,8,0.0,11,0,0.5716,0.1,0.1724,0.8966,0.069,0.3103,0.2759,0.0,0.0,0.245,0.035,0.0394,0.8905,0.4009,outer_patrol_b,road_edge,0.9977,0.0,0.0
6,16.0565,7.8324,1,5.81,0.969,6,2880,70,150.0,0.0,150.0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,1.0,6,6,6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0,6,0.0,7,0,0.5093,0.1,0.0,0.6667,0.0,0.5,1.0,0.0,0.0,0.2024,0.0271,0.0278,0.6931,0.3564,outer_patrol_a,road_edge,0.9971,0.0,0.0
7,29.6464,14.4616,0,2.87,0.4777,12,5760,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.0833,0.0,0.0833,0,0.75,0.25,1.0,9,12,12,0.0,0.0,0.0,0.0,0.0,0.6667,0.3333,1.0,0,8,0.0,10,0,0.5323,0.1,0.0,0.5833,0.0,0.5,0.6667,0.0,0.0,0.2171,0.0283,0.0297,0.6365,0.3322,outer_patrol_a,road_edge,0.9965,0.0,0.0
8,23.2314,11.3324,0,2.44,0.4067,1,480,70,150.0,0.0,150.0,1.0,0.0,0.0,0,1,1,0.0,1.0,1.0,0,1.0,0.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,5,0.0,7,0,0.4514,0.1,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.1898,0.0143,0.0152,-0.0,0.3403,outer_patrol_a,road_edge,0.9959,0.0,0.0
9,19.7584,9.6383,1,6.0,1.0,15,7200,70,150.0,1.872,151.872,1.0,0.7778,0.0667,1,0,1,0.0667,0.0,0.0667,0,0.8,0.2,0.9333,12,14,15,2.0,1.872,1.5044,0.1333,0.1333,0.5333,0.3333,0.8667,1,7,0.1429,9,1,0.5571,0.1,0.1333,0.7333,0.0667,0.3333,0.4667,0.1429,0.1111,0.2194,0.0359,0.0288,0.9701,0.3954,enter_inner,obstacle,0.9953,0.0,0.0
10,4.6154,2.2514,0,2.98,0.4974,16,7680,70,150.0,2.3273,152.3273,1.0,1.4583,0.125,1,0,1,0.0625,0.0,0.0625,0,0.625,0.375,0.8125,10,13,16,0.5,1.1637,1.4933,0.1875,0.0625,0.625,0.3125,0.9375,1,4,0.25,5,1,0.5527,0.1,0.125,0.75,0.0625,0.1875,0.25,0.25,0.2,0.2489,0.0364,0.035,0.8305,0.3751,inner_patrol,obstacle,0.9947,0.0,0.0
