episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,comp_decision_ratio,idle_comp_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,0.0,-2.5794,0,1,0.1667,4,1280,80,120,3.0498,123.0498,1,3.3333,0.25,1,0,1,0.25,0,0.25,0,0.5,0.5,0.75,2,3,4,1.5249,1.5249,9.7594,0.5,0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0.3622,0.1,0.25,0.25,0,0.25,0,0,0,0,0,0,0.5623,0,avoidance,obstacle,1,0
4,43.3958,42.6815,0,2,0.3333,12,3840,80,120,4.537,124.537,1,2.2222,0.1667,1,0,1,0.0833,0,0.0833,2,0.3333,0.6667,1,4,12,12,1.5123,1.5123,14.5185,0.25,0,0,1.0,0.0,0.0,0.0,0,0,1,2,2,0.3542,0.1,0.1667,0.1667,0,0.1667,0,0,1,0,0,0,1.2367,0,balloons,obstacle,0.9999,0
5,43.7474,43.1488,0,2,0.3333,12,3840,80,120,4.341,124.341,1,2.2222,0.1667,1,0,1,0.0833,0,0.0833,1,0.1667,0.8333,1,2,12,12,1.447,1.447,13.8912,0.25,0,0,1.0,0.0,0.0,0.0,0,0,0.6667,3,2,0.4116,0.1,0.25,0.25,0,0.25,0,0,0.6667,0,0,0,1.2861,0,balloons,obstacle,0.9999,0
6,0.0,-16.7212,0,0,0,5,1600,80,120,1.7879,121.7879,1,0,0,1,0,1,0.2,0,0.2,0,0,1,1,0,5,5,1.7879,1.7879,5.7212,0.2,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.16,0.1,0,0,0,0,0,0,0,0,0,0,0.673,0,main_road,road_edge,0.9998,0
7,0.0,-1.7478,0,1,0.1667,5,1600,80,120,2.7712,122.7712,1,2.6667,0.2,1,0,1,0.2,0,0.2,0,0.8,0.2,1,4,5,5,1.3856,1.3856,8.8678,0.4,0,0,1.0,0.0,0.0,0.0,0,0,0,2,0,0.4855,0.1,0.4,0.4,0,0.4,0,0,0,0,0,0,1.0549,0,avoidance,obstacle,0.9997,0
8,71.8266,95.0093,0,5,0.8333,22,7040,80,120,8.8658,128.8658,1,3.0303,0.2273,1,0,1,0.0455,0,0.0455,2,0.3636,0.6364,0.9545,8,21,22,1.4776,1.4776,28.3707,0.2727,0,0,1.0,0.0,0.0,0.0,0,0,0.5,6,3,0.4554,0.1,0.2273,0.3636,0,0.2727,0,0,0.5,0,0,0,1.6033,0,precision_park,wall,0.9996,0
9,61.6955,71.9702,0,3,0.5,12,3840,80,120,6.0468,126.0468,1,3.3333,0.25,1,0,1,0.0833,0,0.0833,2,0.3333,0.6667,0.8333,4,10,12,1.5117,1.5117,19.3498,0.3333,0,0,1.0,0.0,0.0,0.0,0,0,0.6667,3,2,0.3984,0.1,0.25,0.25,0.0833,0.25,0,0,0.6667,0,0,0,1.5454,0,traffic_light,obstacle,0.9995,0
10,30.6346,27.4337,0,2,0.3333,8,2560,80,120,4.3395,124.3395,1,3.3333,0.25,1,0,1,0.125,0,0.125,1,0.625,0.375,1,5,8,8,1.4465,1.4465,13.8863,0.375,0,0,1.0,0.0,0.0,0.0,0,0,1,2,2,0.4222,0.1,0.25,0.25,0,0.25,0,0,1,0,0,0,1.213,0,balloons,obstacle,0.9994,0
11,0.0,-2.0732,0,1,0.1667,4,1280,80,120,2.9354,122.9354,1,3.3333,0.25,1,0,1,0.25,0,0.25,0,0.5,0.5,1,2,4,4,1.4677,1.4677,9.3932,0.5,0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0.3626,0.1,0.25,0.25,0,0.25,0,0,0,0,0,0,0.6931,0,avoidance,obstacle,0.9993,0
12,0.0,-2.5721,0,1,0.1667,4,1280,80,120,3.1413,123.1413,1,3.3333,0.25,1,0,1,0.25,0,0.25,0,1,0,1,4,4,4,1.5706,1.5706,10.0521,0.5,0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0.3591,0.1,0.25,0.25,0,0.25,0,0,0,0,0,0,0.5623,0,avoidance,obstacle,0.9992,0
