episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,comp_decision_ratio,idle_comp_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,23.475,20.0665,0,2.0,0.3333,8,2560,80,120.0,2.104,122.104,1.0,3.3333,0.25,1,0,1,0.125,0.0,0.125,0,0.625,0.375,0.625,5,5,8,1.052,1.052,3.3664,0.375,1.0,0.375,1.0,0.0,0.0,0.0,0,0,1.0,4,4,0.5884,0.1,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,balloons,obstacle,0.98,0.0
4,7.0471,5.4808,0,1.0,0.1667,4,1280,80,120.0,0.8538,120.8538,1.0,3.3333,0.25,1,0,1,0.25,0.0,0.25,0,0.75,0.25,1.0,3,4,4,0.8538,0.8538,1.3661,0.25,1.0,0.25,1.0,0.0,0.0,0.0,0,0,0.0,1,0,0.3627,0.1,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,avoidance,obstacle,0.98,0.0
5,88.9635,165.2971,1,6.0,1.0,15,4800,15,95.625,1.6892,97.3142,0.1875,5.3333,0.4,0,0,0,0.0,0.0,0.0,3,0.4,0.6,0.4667,6,7,15,0.3378,0.3378,2.7027,0.5333,1.0,0.5333,0.25,0.75,0.0,0.75,0,0,0.8571,7,6,0.4994,0.1,0.2,0.5333,0.0,0.4667,0.0,0.0,0.8571,0.0,0.0,0.0,0.5623,0.0,completed,,0.98,0.0
6,74.3747,102.1192,0,4.0,0.6667,17,5440,80,120.0,3.2163,123.2163,1.0,3.1373,0.2353,1,0,1,0.0588,0.0,0.0588,3,0.5294,0.4706,0.5294,9,9,17,0.8041,0.8041,5.1461,0.4118,1.0,0.4118,0.5714,0.4286,0.0,0.4286,0,0,0.75,8,6,0.5295,0.1,0.2941,0.5294,0.1176,0.4706,0.0,0.0,0.75,0.0,0.0,0.0,0.6829,0.0,slot_search,grass,0.98,0.0
7,88.4089,161.6198,1,6.0,1.0,19,6080,19,97.125,3.8402,100.9652,0.2375,4.2105,0.3158,0,0,0,0.0,0.0,0.0,3,0.4211,0.5789,0.4737,8,9,19,0.768,0.768,6.1442,0.4737,1.0,0.4737,0.5556,0.4444,0.0,0.4444,0,0,0.7143,7,5,0.5529,0.1,0.3684,0.5263,0.1053,0.3684,0.0,0.0,0.7143,0.0,0.0,0.0,0.687,0.0,completed,,0.98,0.0
8,6.7312,5.2264,0,1.0,0.1667,6,1920,80,120.0,0.7336,120.7336,1.0,2.2222,0.1667,1,0,1,0.1667,0.0,0.1667,0,0.5,0.5,0.5,3,3,6,0.7336,0.7336,1.1737,0.3333,1.0,0.3333,0.5,0.5,0.0,0.5,0,0,0.6667,3,2,0.5661,0.1,0.5,0.5,0.0,0.5,0.0,0.0,0.6667,0.0,0.0,0.0,0.6931,0.0,avoidance,obstacle,0.98,0.0
9,88.463,161.971,1,6.0,1.0,20,6400,20,97.5,3.5983,101.0983,0.25,4.0,0.3,0,0,0,0.0,0.0,0.0,3,0.5,0.5,0.55,10,11,20,0.7197,0.7197,5.7573,0.45,1.0,0.45,0.5556,0.4444,0.0,0.4444,0,0,0.5714,7,4,0.5605,0.1,0.35,0.65,0.2,0.35,0.0,0.0,0.5714,0.0,0.0,0.0,0.687,0.0,completed,,0.98,0.0
10,68.8703,87.5257,0,3.0,0.5,13,4160,80,120.0,1.6911,121.6911,1.0,3.0769,0.2308,1,0,1,0.0769,0.0,0.0769,3,0.4615,0.5385,0.4615,6,6,13,0.5637,0.5637,2.7058,0.4615,1.0,0.4615,0.3333,0.6667,0.0,0.6667,0,0,0.5714,7,4,0.5635,0.1,0.4615,0.5385,0.2308,0.5385,0.0,0.0,0.5714,0.0,0.0,0.0,0.6365,0.0,traffic_light,obstacle,0.98,0.0
11,88.9266,165.0471,1,6.0,1.0,15,4800,15,95.625,2.19,97.815,0.1875,5.3333,0.4,0,0,0,0.0,0.0,0.0,3,0.5333,0.4667,0.6,8,9,15,0.438,0.438,3.504,0.5333,1.0,0.5333,0.375,0.625,0.0,0.625,0,0,1.0,5,5,0.5282,0.1,0.3333,0.5333,0.1333,0.3333,0.0,0.0,1.0,0.0,0.0,0.0,0.6616,0.0,completed,,0.98,0.0
12,0.0,-10.2659,0,0.0,0.0,3,960,80,120.0,0.0,120.0,1.0,0.0,0.0,1,0,1,0.3333,0.0,0.3333,0,0.3333,0.6667,1.0,1,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.1513,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,main_road,road_edge,0.98,0.0
