episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,-10.0,-10.28,0,0.0,0.0,5,2400,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.2,0.0,0.2,0,0.0,1.0,0.6,0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,2,1,0.4879,0.1,0.0,0.8,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.673,0.0,outer_patrol_a,road_edge,1.0,0.0
4,-10.0,-8.22,0,0.0,0.0,4,1920,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.25,0.0,0.25,0,0.5,0.5,0.75,2,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4679,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0397,0.0,outer_patrol_a,road_edge,0.9999,0.0
5,-9.02,-4.4,0,0.0,0.0,8,3840,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.125,0.0,0.125,0,0.375,0.625,0.5,3,4,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3333,3,1,0.5136,0.1,0.0,0.625,0.0,0.375,0.0,0.0,0.3333,0.0,0.0,0.0,0.9743,0.0,outer_patrol_a,road_edge,0.9997,0.0
6,0.2665,0.13,0,1.0,0.1667,19,9120,70,150.0,0.0,150.0,1.0,0.614,0.0526,1,0,1,0.0526,0.0,0.0526,0,0.3684,0.6316,0.6842,7,13,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2857,7,2,0.551,0.1,0.1579,0.5789,0.0526,0.3684,0.0,0.0,0.2857,0.0,0.0,0.0,1.3893,0.0,enter_inner,obstacle,0.9996,0.0
7,-1.476,-0.72,0,0.0,0.0,13,6240,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.0769,0.0,0.0769,0,0.3846,0.6154,0.5385,5,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6667,6,4,0.5113,0.1,0.0,0.9231,0.0,0.4615,0.0,0.0,0.6667,0.0,0.0,0.0,1.0123,0.0,outer_patrol_a,road_edge,0.9995,0.0
8,20.623,10.06,0,3.0,0.5,31,14880,70,150.0,0.0,150.0,1.0,1.129,0.0968,1,0,1,0.0323,0.0,0.0323,0,0.2581,0.7419,0.5806,8,18,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6,10,6,0.5543,0.1,0.0968,0.7419,0.0323,0.3226,0.0,0.0,0.6,0.0,0.0,0.0,1.079,0.0,return_outer,obstacle,0.9993,0.0
9,-10.0,-5.52,0,0.0,0.0,7,3360,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.1429,0.0,0.1429,0,0.2857,0.7143,0.4286,2,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5,2,1,0.5154,0.1,0.0,0.8571,0.0,0.2857,0.0,0.0,0.5,0.0,0.0,0.0,0.9557,0.0,outer_patrol_a,road_edge,0.9992,0.0
10,-5.535,-2.7,0,0.0,0.0,8,3840,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.125,0.0,0.125,0,0.625,0.375,0.625,5,5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.518,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6616,0.0,outer_patrol_a,road_edge,0.999,0.0
11,-2.788,-1.36,0,0.0,0.0,16,7680,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.0625,0.0,0.0625,0,0.4375,0.5625,0.75,7,12,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3333,3,1,0.5025,0.1,0.0,0.625,0.0,0.1875,0.0,0.0,0.3333,0.0,0.0,0.0,1.0717,0.0,outer_patrol_a,road_edge,0.9988,0.0
12,-10.0,-8.4,0,0.0,0.0,8,3840,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.125,0.0,0.125,0,0.25,0.75,0.75,2,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0,0.501,0.1,0.0,0.75,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0397,0.0,outer_patrol_a,road_edge,0.9987,0.0
