episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,64.1813,31.3079,1,6,1,57,27360,57,144.4286,9.0869,153.5155,0.8143,1.2281,0.1053,0,0,0,0,0,0,0,0.6316,0.3684,1,36,57,57,1.5145,1.5145,15.9021,0.1053,1.0,0.0,0.0,0.0,0,0,0.4545,22,10,0.5641,0.1,0.1579,0.807,0.0351,0.386,0,0,0.4545,0,0,0,1.32,0,completed,,1,0
4,70.568,34.4234,1,6,1,50,24000,50,141.4286,8.8209,150.2495,0.7143,1.4,0.12,0,0,0,0,0,0,0,0.74,0.26,1,37,50,50,1.4701,1.4701,15.4366,0.12,1.0,0.0,0.0,0.0,0,0,0.7143,14,10,0.5517,0.1,0.08,0.68,0.02,0.28,0,0,0.7143,0,0,0,1.3813,0,completed,,0.9999,0
5,-10.0,-11.9283,0,0,0,4,1920,70,150,1.4905,151.4905,1,0,0,1,0,1,0.25,0,0.25,0,1,0,1,4,4,4,1.4905,1.4905,2.6083,0.25,1.0,0.0,0.0,0.0,0,0,0,2,0,0.5433,0.1,0,0.75,0,0.5,0,0,0,0,0,0,0.6931,0,outer_patrol_a,road_edge,0.9999,0
6,62.9044,30.6851,1,6,1,59,28320,59,145.2857,9.0771,154.3628,0.8429,1.1864,0.1017,0,0,0,0,0,0,0,0.6271,0.3729,1,37,59,59,1.5129,1.5129,15.8849,0.1017,1.0,0.0,0.0,0.0,0,0,0.5294,17,9,0.5477,0.1,0.0678,0.7627,0.0169,0.2881,0,0,0.5294,0,0,0,1.3081,0,completed,,0.9998,0
7,-10.0,-9.7817,0,0,0,10,4800,70,150,1.521,151.521,1,0,0,1,0,1,0.1,0,0.1,0,0.6,0.4,1,6,10,10,1.521,1.521,2.6617,0.1,1.0,0.0,0.0,0.0,0,0,1,1,1,0.5054,0.1,0,0.4,0,0.1,0,0,1,0,0,0,0.6931,0,outer_patrol_a,road_edge,0.9997,0
8,65.3692,31.8874,1,6,1,59,28320,59,145.2857,8.9158,154.2015,0.8429,1.1864,0.1017,0,0,0,0,0,0,0,0.6949,0.3051,1,41,59,59,1.486,1.486,15.6026,0.1017,1.0,0.0,0.0,0.0,0,0,0.36,25,9,0.6101,0.1,0.2373,0.8644,0.1186,0.4237,0,0,0.36,0,0,0,1.402,0,completed,,0.9996,0
9,5.4923,2.6791,0,3,0.5,31,14880,70,150,5.9262,155.9262,1,1.129,0.0968,1,0,1,0.0323,0,0.0323,0,0.7097,0.2903,1,22,31,31,1.4816,1.4816,10.3709,0.129,1.0,0.0,0.0,0.0,0,0,0.6,10,6,0.5616,0.1,0.0968,0.6774,0.0323,0.3226,0,0,0.6,0,0,0,1.3948,0,return_outer,obstacle,0.9995,0
10,-3.3797,-1.6486,0,3,0.5,43,20640,70,150,6.1821,156.1821,1,0.814,0.0698,1,0,1,0.0233,0,0.0233,0,0.5814,0.4186,1,25,43,43,1.5455,1.5455,10.8186,0.093,1.0,0.0,0.0,0.0,0,0,0.15,20,3,0.5932,0.1,0.2093,0.8605,0.0465,0.4651,0,0,0.15,0,0,0,1.3254,0,return_outer,obstacle,0.9994,0
11,-9.2507,-4.5126,0,1,0.1667,20,9600,70,150,3.3672,153.3672,1,0.5833,0.05,1,0,1,0.05,0,0.05,0,0.8,0.2,1,16,20,20,1.6836,1.6836,5.8926,0.1,1.0,0.0,0.0,0.0,0,0,0.2857,7,2,0.5436,0.1,0.2,0.75,0,0.35,0,0,0.2857,0,0,0,1.0331,0,enter_inner,obstacle,0.9993,0
12,-8.7825,-4.2842,0,1,0.1667,20,9600,70,150,3.3624,153.3624,1,0.5833,0.05,1,0,1,0.05,0,0.05,0,0.75,0.25,1,15,20,20,1.6812,1.6812,5.8842,0.1,1.0,0.0,0.0,0.0,0,0,0.4444,9,4,0.5645,0.1,0.1,0.8,0.1,0.45,0,0,0.4444,0,0,0,1.0331,0,enter_inner,obstacle,0.9992,0
