episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,comp_decision_ratio,idle_comp_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,28.6191,25.2855,0,2,0.3333,10,3200,80,120,4.692,124.692,1,2.6667,0.2,1,0,1,0.1,0,0.1,1,0.3,0.7,0.9,3,9,10,1.564,1.564,15.0145,0.3,0,0,1.0,0.0,0.0,0.0,0,0,1,2,2,0.3618,0.1,0.2,0.2,0,0.2,0,0,1,0,0,0,1.3138,0,balloons,obstacle,1,0
4,0.0,-2.943,0,1,0.1667,6,1920,80,120,3.0384,123.0384,1,2.2222,0.1667,1,0,1,0.1667,0,0.1667,0,0.1667,0.8333,0.8333,1,5,6,1.5192,1.5192,9.723,0.3333,0,0,1.0,0.0,0.0,0.0,0,0,0.3333,3,1,0.5714,0.1,0.5,0.5,0,0.5,0,0,0.3333,0,0,0,0.8676,0,avoidance,obstacle,0.9999,0
5,0.0,-1.867,0,1,0.1667,5,1600,80,120,2.8147,122.8147,1,2.6667,0.2,1,0,1,0.2,0,0.2,0,0.2,0.8,0.8,1,4,5,1.4074,1.4074,9.007,0.4,0,0,1.0,0.0,0.0,0.0,0,0,0.5,2,1,0.4879,0.1,0.4,0.4,0,0.4,0,0,0.5,0,0,0,0.673,0,avoidance,obstacle,0.9999,0
6,0.0,-15.054,0,0,0,4,1280,80,120,1.4044,121.4044,1,0,0,1,0,1,0.25,0,0.25,0,0.25,0.75,1,1,4,4,1.4044,1.4044,4.494,0.25,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.1649,0.1,0,0,0,0,0,0,0,0,0,0,1.0397,0,main_road,road_edge,0.9998,0
7,52.7026,56.1536,0,3,0.5,10,3200,80,120,5.9582,125.9582,1,4,0.3,1,0,1,0.1,0,0.1,1,0.6,0.4,0.9,6,9,10,1.4896,1.4896,19.0664,0.4,0,0,1.0,0.0,0.0,0.0,0,0,1,2,2,0.4232,0.1,0.2,0.3,0,0.2,0,0,1,0,0,0,1.3592,0,traffic_light,obstacle,0.9997,0
8,12.7815,10.2565,0,2,0.3333,7,2240,80,120,4.2886,124.2886,1,3.8095,0.2857,1,0,1,0.1429,0,0.1429,0,0.4286,0.5714,0.8571,3,6,7,1.4295,1.4295,13.7235,0.4286,0,0,1.0,0.0,0.0,0.0,0,0,1,2,2,0.4107,0.1,0.2857,0.2857,0,0.2857,0,0,1,0,0,0,1.277,0,balloons,obstacle,0.9996,0
9,0.0,-2.0871,0,1,0.1667,5,1600,80,120,2.9772,122.9772,1,2.6667,0.2,1,0,1,0.2,0,0.2,0,0.6,0.4,1,3,5,5,1.4886,1.4886,9.5271,0.4,0,0,1.0,0.0,0.0,0.0,0,0,0.5,2,1,0.4891,0.1,0.4,0.4,0,0.4,0,0,0.5,0,0,0,0.5004,0,avoidance,obstacle,0.9995,0
10,0.0,-3.5657,0,1,0.1667,6,1920,80,120,3.3018,123.3018,1,2.2222,0.1667,1,0,1,0.1667,0,0.1667,0,0.3333,0.6667,1,2,6,6,1.6509,1.6509,10.5657,0.3333,0,0,1.0,0.0,0.0,0.0,0,0,0.5,2,1,0.4344,0.1,0.3333,0.3333,0,0.3333,0,0,0.5,0,0,0,0.4506,0,avoidance,obstacle,0.9994,0
11,8.617,6.7583,0,2,0.3333,13,4160,80,120,4.7068,124.7068,1,2.0513,0.1538,1,0,1,0.0769,0,0.0769,0,0.2308,0.7692,0.9231,3,12,13,1.5689,1.5689,15.0617,0.2308,0,0,1.0,0.0,0.0,0.0,0,0,0.6667,3,2,0.3566,0.1,0.2308,0.2308,0,0.2308,0,0,0.6667,0,0,0,1.157,0,balloons,obstacle,0.9993,0
12,0.0,-14.3729,0,0,0,2,640,80,120,1.4165,121.4165,1,0,0,1,0,1,0.5,0,0.5,0,0.5,0.5,1,1,2,2,1.4165,1.4165,4.5329,0.5,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.1593,0.1,0,0,0,0,0,0,0,0,0,0,0.6931,0,main_road,road_edge,0.9992,0
