episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss
3,-6.1387,-2.9945,0,2.0,0.3333,17,8160,70,150.0,1.7771,151.7771,1.0,1.3725,0.1176,1,0,1,0.0588,0.0,0.0588,0,0.7647,0.2353,0.8235,13,14,17,0.8885,0.8885,2.7545,0.1765,0.6667,0.3333,0.0,0.3333,0,0,1.0,5,5,0.5481,0.1,0.1765,0.7059,0.0588,0.2941,0.0,0.0,1.0,0.0,0.0,0.0,0.6365,0.0,inner_patrol,obstacle,0.98,0.0
4,-10.0,-5.5,0,0.0,0.0,9,4320,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.1111,0.0,0.1111,0,0.8889,0.1111,1.0,8,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.75,4,3,0.5105,0.1,0.0,0.7778,0.0,0.4444,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,outer_patrol_a,road_edge,0.98,0.0
5,-3.9682,-1.9357,0,3.0,0.5,28,13440,70,150.0,1.5198,151.5198,1.0,1.25,0.1071,1,0,1,0.0357,0.0,0.0357,0,0.6786,0.3214,0.8571,19,24,28,0.5066,0.5066,2.3557,0.1429,0.5,0.5,0.0,0.5,0,0,0.7273,11,8,0.5732,0.1,0.1071,0.8571,0.0714,0.3929,0.0,0.0,0.7273,0.0,0.0,0.0,0.6931,0.0,return_outer,obstacle,0.98,0.0
6,6.4708,3.1565,0,4.0,0.6667,29,13920,70,150.0,0.8474,150.8474,1.0,1.6092,0.1379,1,0,1,0.0345,0.0,0.0345,0,0.7241,0.2759,0.8621,21,25,29,0.2119,0.2119,1.3135,0.1379,0.25,0.75,0.0,0.75,0,0,0.4,5,2,0.5456,0.1,0.1379,0.7931,0.0,0.1724,0.0,0.0,0.4,0.0,0.0,0.0,0.5623,0.0,outer_patrol_b,road_edge,0.98,0.0
7,-10.0,-7.54,0,0.0,0.0,15,7200,70,150.0,0.0,150.0,1.0,0.0,0.0,1,0,1,0.0667,0.0,0.0667,0,0.8,0.2,1.0,12,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6667,3,2,0.5019,0.1,0.0,0.6667,0.0,0.2,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,outer_patrol_a,road_edge,0.98,0.0
8,2.378,1.16,0,3.0,0.5,26,12480,70,150.0,0.0,150.0,1.0,1.3462,0.1154,1,0,1,0.0385,0.0,0.0385,0,0.6923,0.3077,0.8846,18,23,26,0.0,0.0,0.0,0.1154,0.0,1.0,0.0,1.0,0,0,0.625,8,5,0.5552,0.1,0.0769,0.8846,0.0385,0.3077,0.0,0.0,0.625,0.0,0.0,0.0,-0.0,0.0,return_outer,obstacle,0.98,0.0
9,44.6925,21.8012,1,6.0,1.0,48,23040,48,140.5714,4.1153,144.6868,0.6857,1.4583,0.125,0,0,0,0.0,0.0,0.0,0,0.7292,0.2708,0.8125,35,39,48,0.8231,0.8231,6.3788,0.1875,0.6667,0.3333,0.0,0.3333,0,0,0.7222,18,13,0.5748,0.1,0.1667,0.7917,0.0208,0.375,0.0,0.0,0.7222,0.0,0.0,0.0,0.6365,0.0,completed,,0.98,0.0
10,18.573,9.06,0,5.0,0.8333,43,20640,70,150.0,0.0,150.0,1.0,1.3566,0.1163,1,0,1,0.0233,0.0,0.0233,0,0.6744,0.3256,0.8837,29,38,43,0.0,0.0,0.0,0.1163,0.0,1.0,0.0,1.0,0,0,0.6,10,6,0.5465,0.1,0.0465,0.7442,0.0465,0.2326,0.0,0.0,0.6,0.0,0.0,0.0,-0.0,0.0,final_park,wall,0.98,0.0
11,1.2724,0.6207,0,3.0,0.5,26,12480,70,150.0,0.7673,150.7673,1.0,1.3462,0.1154,1,0,1,0.0385,0.0,0.0385,0,0.7692,0.2308,0.8846,20,23,26,0.2558,0.2558,1.1893,0.1154,0.3333,0.6667,0.0,0.6667,0,0,0.7692,13,10,0.5736,0.1,0.1538,0.9231,0.0385,0.5,0.0,0.0,0.7692,0.0,0.0,0.0,0.6365,0.0,return_outer,obstacle,0.98,0.0
12,-10.0,-5.6522,0,3.0,0.5,31,14880,70,150.0,2.4143,152.4143,1.0,1.129,0.0968,1,0,1,0.0323,0.0,0.0323,0,0.6129,0.3871,0.8065,19,25,31,0.8048,0.8048,3.7422,0.1613,0.6,0.4,0.0,0.4,0,0,0.8571,7,6,0.5511,0.1,0.129,0.7742,0.0323,0.2258,0.0,0.0,0.8571,0.0,0.0,0.0,0.673,0.0,return_outer,obstacle,0.98,0.0
