episode,score,reward,success,stages_completed,stage_completion_ratio,steps,equivalent_env_steps,completion_time_steps,nominal_completion_time_seconds,latency_time_seconds,completion_time_seconds,normalized_completion_time,route_efficiency,progress_per_step,collisions,violations,unsafe_episode,collision_rate,violation_rate,unsafe_event_rate,target_hits,planner_accuracy,planner_miss_ratio,planner_legal_ratio,planner_exact_hits,planner_legal_hits,planner_total,avg_stage_wait_time,avg_stage_latency_seconds,latency_penalty,idle_window_ratio,comp_decision_ratio,idle_comp_ratio,wait_ratio,follow_ratio,select_ratio,compensation_utilization,safety_saved,safety_interventions,safety_success_rate,critical_events,critical_safe_count,risk_exposure,observed_risk_mean,high_risk_step_ratio,hazard_step_ratio,red_light_exposure_ratio,critical_event_rate,intervention_rate,safety_precision,safety_recall,stop_ratio,steer_left_ratio,steer_right_ratio,behavior_entropy,safety_entropy,active_stage_key,last_failure_mode,epsilon,episode_loss,oracle_lower_level_failure,oracle_ood_event,oracle_high_level_correct
11,93.8269,93.8269,1,6.0,0.9751,14,4480,14,95.25,0.0,95.25,0.175,5.5717,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4683,0.1,0.25,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
12,94.4471,94.4471,1,6.0,0.9566,14,4480,14,95.25,0.0,95.25,0.175,5.4664,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,20,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.6192,0.1,0.45,0.65,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9207,0.0,completed,,0.0,0.0,0,0,1
13,91.8732,91.8732,1,6.0,0.9821,14,4480,14,95.25,0.0,95.25,0.175,5.6122,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.1531,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,main_road,road_edge,0.0,0.0,0,0,1
14,93.6551,93.6551,1,6.0,0.9938,13,4160,13,94.875,0.0,94.875,0.1625,6.1156,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4827,0.1,0.2308,0.5385,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
15,93.0905,93.0905,1,6.0,0.9462,13,4160,13,94.875,0.0,94.875,0.1625,5.8227,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4592,0.1,0.1667,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
16,82.7128,82.7128,0,5.15,0.8588,15,4800,80,120.0,0.0,120.0,1.0,4.5802,0.3433,0,0,0,0.0,0.0,0.0,5,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4971,0.1,0.3077,0.4615,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,1,0,1
17,92.8701,92.8701,1,6.0,0.9619,13,4160,13,94.875,0.0,94.875,0.1625,5.9192,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5042,0.1,0.2857,0.3571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712,0.0,completed,,0.0,0.0,0,0,1
18,93.0281,93.0281,1,6.0,0.9469,11,3520,11,94.125,0.0,94.125,0.1375,6.8865,0.5455,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4632,0.1,0.1667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
19,93.0878,93.0878,1,6.0,0.9793,14,4480,14,95.25,0.0,95.25,0.175,5.5961,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4646,0.1,0.1667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
20,94.628,94.628,1,6.0,0.9595,15,4800,15,95.625,0.0,95.625,0.1875,5.1173,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,18,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5943,0.1,0.3889,0.6667,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0039,0.0,completed,,0.0,0.0,0,0,1
21,93.5651,93.5651,1,6.0,0.9632,14,4480,14,95.25,0.0,95.25,0.175,5.504,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,10,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4408,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5048,0.0,slot_search,grass,0.0,0.0,0,0,1
22,86.9365,86.9365,0,5.15,0.8589,14,4480,80,120.0,0.0,120.0,1.0,4.9078,0.3679,0,0,0,0.0,0.0,0.0,5,1.0,0.0,1.0,17,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5685,0.1,0.4118,0.5882,0.2353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9562,0.0,completed,,0.0,0.0,1,0,1
23,94.1067,94.1067,1,6.0,0.9507,15,4800,15,95.625,0.0,95.625,0.1875,5.0702,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.497,0.1,0.3077,0.5385,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
24,95.2484,95.2484,1,6.0,0.9412,12,3840,12,94.5,0.0,94.5,0.15,6.2745,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5108,0.1,0.3077,0.3846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,1,1
25,92.6975,92.6975,1,6.0,1.0,15,4800,15,95.625,0.0,95.625,0.1875,5.3333,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5039,0.1,0.2308,0.4615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
26,93.2454,93.2454,1,6.0,0.9585,13,4160,13,94.875,0.0,94.875,0.1625,5.8984,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5481,0.1,0.2857,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712,0.0,completed,,0.0,0.0,0,0,1
27,89.3866,89.3866,1,6.0,0.9864,13,4160,13,94.875,0.0,94.875,0.1625,6.0702,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4598,0.1,0.1667,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
28,92.4245,92.4245,1,6.0,0.9721,12,3840,12,94.5,0.0,94.5,0.15,6.4809,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4705,0.1,0.1667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
29,93.4787,93.4787,1,6.0,0.9506,15,4800,15,95.625,0.0,95.625,0.1875,5.0701,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.508,0.1,0.2143,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9702,0.0,completed,,0.0,0.0,0,0,1
30,87.6991,87.6991,0,5.14,0.8575,15,4800,80,120.0,0.0,120.0,1.0,4.5733,0.3427,0,0,0,0.0,0.0,0.0,5,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4734,0.1,0.25,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,1,0,1
31,90.3574,90.3574,1,6.0,0.9496,15,4800,15,95.625,0.0,95.625,0.1875,5.0647,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,17,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5442,0.1,0.2941,0.6471,0.1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.809,0.0,completed,,0.0,0.0,0,0,1
32,90.9973,90.9973,1,6.0,0.9489,16,5120,16,96.0,0.0,96.0,0.2,4.7447,0.375,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,20,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.6062,0.1,0.45,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9207,0.0,completed,,0.0,0.0,0,0,1
33,92.3915,92.3915,1,6.0,0.9513,14,4480,14,95.25,0.0,95.25,0.175,5.4358,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4803,0.1,0.3333,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
34,94.0095,94.0095,1,6.0,0.977,12,3840,12,94.5,0.0,94.5,0.15,6.5133,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4953,0.1,0.2308,0.4615,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
35,97.0,97.0,1,6.0,0.9455,12,3840,12,94.5,0.0,94.5,0.15,6.3034,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5383,0.1,0.2857,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712,0.0,completed,,0.0,0.0,0,0,1
36,96.0287,96.0287,1,6.0,0.9734,14,4480,14,95.25,0.0,95.25,0.175,5.5625,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4903,0.1,0.2308,0.5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
37,94.8772,94.8772,1,6.0,0.9562,13,4160,13,94.875,0.0,94.875,0.1625,5.8841,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4693,0.1,0.1667,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
38,94.0265,94.0265,1,6.0,0.9778,14,4480,14,95.25,0.0,95.25,0.175,5.5874,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,16,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5811,0.1,0.375,0.5625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9813,0.0,completed,,0.0,0.0,0,0,1
39,93.3053,93.3053,1,6.0,0.9518,12,3840,12,94.5,0.0,94.5,0.15,6.3455,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,18,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5583,0.1,0.3889,0.5556,0.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9231,0.0,completed,,0.0,0.0,0,0,1
40,86.2287,86.2287,0,5.23,0.8716,15,4800,80,120.0,0.0,120.0,1.0,4.6485,0.3487,0,0,0,0.0,0.0,0.0,5,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4829,0.1,0.25,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,1,0,1
41,96.5542,96.5542,1,6.0,0.92,14,4480,14,95.25,0.0,95.25,0.175,5.2571,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4622,0.1,0.1667,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
42,91.8582,91.8582,1,6.0,0.9571,14,4480,14,95.25,0.0,95.25,0.175,5.4691,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5238,0.1,0.3571,0.5,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712,0.0,completed,,0.0,0.0,0,1,1
43,93.1437,93.1437,1,6.0,0.9507,14,4480,14,95.25,0.0,95.25,0.175,5.4327,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,15,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5375,0.1,0.3333,0.5333,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9913,0.0,completed,,0.0,0.0,0,0,1
44,93.2128,93.2128,1,6.0,0.9469,12,3840,12,94.5,0.0,94.5,0.15,6.3127,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.467,0.1,0.1667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
45,91.6749,91.6749,1,6.0,0.9897,15,4800,15,95.625,0.0,95.625,0.1875,5.2785,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,17,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5585,0.1,0.2941,0.6471,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.007,0.0,completed,,0.0,0.0,0,0,1
46,95.3143,95.3143,1,6.0,0.972,15,4800,15,95.625,0.0,95.625,0.1875,5.1838,0.4,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,15,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5401,0.1,0.4,0.5333,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9913,0.0,completed,,0.0,0.0,0,0,1
47,95.6286,95.6286,1,6.0,0.9778,14,4480,14,95.25,0.0,95.25,0.175,5.5877,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4129,0.1,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0822,0.0,balloons,obstacle,0.0,0.0,0,0,1
48,97.0,97.0,1,6.0,0.9552,14,4480,14,95.25,0.0,95.25,0.175,5.4583,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4671,0.1,0.1667,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7046,0.0,completed,,0.0,0.0,0,0,1
49,96.0169,96.0169,1,6.0,0.9746,13,4160,13,94.875,0.0,94.875,0.1625,5.9975,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4894,0.1,0.3077,0.5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
50,85.3235,85.3235,0,4.91,0.8182,14,4480,80,120.0,0.0,120.0,1.0,4.6757,0.3507,0,0,0,0.0,0.0,0.0,5,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4901,0.1,0.2308,0.5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,1,0,1
51,97.0,97.0,1,6.0,0.9568,13,4160,13,94.875,0.0,94.875,0.1625,5.8881,0.4615,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5101,0.1,0.2308,0.4615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
52,94.7916,94.7916,1,6.0,0.9606,14,4480,14,95.25,0.0,95.25,0.175,5.4893,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5065,0.1,0.2143,0.5714,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712,0.0,completed,,0.0,0.0,0,0,1
53,96.7437,96.7437,1,6.0,0.9577,11,3520,11,94.125,0.0,94.125,0.1375,6.9652,0.5455,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,15,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4922,0.1,0.2667,0.5333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9913,0.0,completed,,0.0,0.0,0,0,1
54,95.5739,95.5739,1,6.0,0.9631,12,3840,12,94.5,0.0,94.5,0.15,6.4208,0.5,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.1558,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,main_road,road_edge,0.0,0.0,0,0,1
55,95.6366,95.6366,1,6.0,0.9535,14,4480,14,95.25,0.0,95.25,0.175,5.4487,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,13,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4929,0.1,0.2308,0.5385,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8446,0.0,completed,,0.0,0.0,0,0,1
56,96.9835,96.9835,1,6.0,0.9387,14,4480,14,95.25,0.0,95.25,0.175,5.3641,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,14,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4727,0.1,0.1429,0.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8712,0.0,completed,,0.0,0.0,0,0,1
57,96.1938,96.1938,1,6.0,0.9561,14,4480,14,95.25,0.0,95.25,0.175,5.4634,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.4336,0.1,0.2857,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.079,0.0,balloons,obstacle,0.0,0.0,0,0,1
58,96.305,96.305,1,6.0,0.9577,14,4480,14,95.25,0.0,95.25,0.175,5.4723,0.4286,0,0,0,0.0,0.0,0.0,6,1.0,0.0,1.0,18,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.5879,0.1,0.4444,0.6667,0.2778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7729,0.0,completed,,0.0,0.0,0,0,1
